번호,발행시간,뉴스제목,단축링크
1,"Tue, 26 May 2026 09:12:17 GMT","배경훈 부총리 ""국방·안보엔 외산 AI 어렵다…통제 가능한 자체 모델 필요"" - 지디넷코리아",https://tinyurl.com/2yomgbqf
2,"Tue, 26 May 2026 00:00:00 GMT",양자컴퓨터로 AI '40년 난제' 해결...차세대 인공신경망 등장 - YTN 사이언스,https://tinyurl.com/284tovns
3,"Wed, 27 May 2026 01:00:05 GMT","[AI픽] 한국, 오픈AI 보안 동맹 합류…최신 AI 접근권 확보 - 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE9vckl6YTJINUZCLVQ2TnFJcnZhZWp5eVRuaEJrcjFIVENGbUxjUDlzNjgzbUJYNlZ6VnRKWlRUS1U0QWpZVWNCVzhFdTZNa1FiaVlYUEFvbDJZQmfSAWBBVV95cUxNN0tpc2xFNExDWHpXZTNLVXVuWGhIak1MdU1MLTdPQ1A3Z09nVFplM25rZUNDdm56blA5TTdNOWREenNmWHpFTWpvTFNfZUdLbTZYUmxhUlVndmIyN19jb0s?oc=5
4,"Wed, 27 May 2026 02:02:30 GMT","오픈AI “사이버 보안, 韓과 긴밀히 협력”...‘한국 사이버 액션 플랜’ 가동 - v.daum.net",https://tinyurl.com/2cm2uxuj
5,"Wed, 27 May 2026 02:00:00 GMT","금융보안원, ‘금융AI보안지원센터’ 운영 개시... 중소 금융사 방어망 구축 - 보안뉴스",https://news.google.com/rss/articles/CBMicEFVX3lxTE56UUdxUE5ONjRYUnBzeFVqenN5WGFfWFg5UXp5TGRvRHE5ZEFZc25HM0ZOSE03X2NYcmdTOS1XcUdyWHVEbFcwckVNbUw3OXVzZzEyQlc2VnpGNWN3WUxOQVhaNlAwWUFSQjRjYmo5aWg?oc=5
6,"Wed, 27 May 2026 02:02:48 GMT","카카오, 학계와 AI 연구 협력 확대…'카나나 스칼라' 콜로키움 개최 - 뉴시스",https://tinyurl.com/27ptl4k9
7,"Wed, 27 May 2026 02:03:38 GMT",자동차·조선·AI 결합…울산형 창업도시 만든다 - 동아일보,https://tinyurl.com/28kbyjea
8,"Tue, 26 May 2026 14:33:00 GMT",[김정호의 AI시대 전략] 100개의 AI 에이전트와 일하는 ‘1인 기업 시대’ 온다 - 조선일보,https://news.google.com/rss/articles/CBMikAFBVV95cUxQTW9MOHpBdnRtaUZud0lZMWQtQXRLRXhkOEplSHQxVU54RHdrSE02WllrQnFBYTByNGRpUWZwTThiOGNkUFJhRDFnS0lHNjhYNUZfcDlsZWFCSmdtS3NVNVNrb01Sa0xyVVlhTURwZ2QySjlZenBzbGgtNThrYzBzOER1NmJyeG1SaC1zNk02SC0?oc=5
9,"Tue, 26 May 2026 06:03:00 GMT","일본, 본인 동의 없어도 AI 학습에 개인정보 활용 허용…질병·범죄 경력 등도 포함 - KBS 뉴스",https://tinyurl.com/25aggp56
10,"Wed, 27 May 2026 00:23:06 GMT","고양시, '실시간 인공지능 교통신호 시스템' 정식 운영 - v.daum.net",https://tinyurl.com/2dqqrtz8
