번호,발행시간,뉴스제목,단축링크
1,"Fri, 07 Aug 2026 01:03:17 GMT","네이버, 또 분기 최대매출…""내년 상반기에는 AI 팩토리 매출도 발생""(종합) - 아시아경제",https://tinyurl.com/26vu77bf
2,"Thu, 06 Aug 2026 00:40:23 GMT","AI에 밀려나는 네이버 블로거들...""수익 40% 줄었다"" - 지디넷코리아",https://tinyurl.com/2becpt88
3,"Fri, 07 Aug 2026 01:05:27 GMT","네이버, 또 분기 최대매출…영업익은 AI 투자에 숨고르기(종합) - v.daum.net",https://tinyurl.com/2cmhtzfq
4,"Thu, 06 Aug 2026 06:28:51 GMT",구글 AI 심장부 흔들…수석과학자·알파고 주역 동시 이탈 - v.daum.net,https://tinyurl.com/2a67m7xn
5,"Fri, 07 Aug 2026 00:51:12 GMT","[조간브리핑] 제프 딘, 27년 만에 떠난다···연쇄 이탈에 비상걸린 구글 AI - 헬로디디",https://tinyurl.com/23at2x8n
6,"Thu, 06 Aug 2026 21:46:26 GMT",구글 인턴이 딥마인드 수장 됐다...구글 AI 소방수 누구?[김창영의 실리콘밸리 룩] - 서울경제,https://tinyurl.com/2cyvrnsh
7,"Fri, 07 Aug 2026 01:49:16 GMT",'AI설계'로 새 바이러스 16종 만들었다…실제 번식까지 - 연합뉴스,https://tinyurl.com/227snhuw
8,"Thu, 06 Aug 2026 22:42:52 GMT",오픈AI 첫 AI 기기 윤곽…'도넛 모양'에 가격은 300~400달러 - 전자신문,https://tinyurl.com/29a2mbto
9,"Thu, 06 Aug 2026 22:46:03 GMT","""오픈AI의 첫 AI기기는 40만원넘는 도넛모양 스피커…내년 출시"" - 연합뉴스",https://tinyurl.com/2xps88gm
10,"Fri, 07 Aug 2026 01:39:44 GMT","소프트뱅크, 오픈AI 지분 담보로 100억 달러 조달…'AI 올인' 가속 - 지디넷코리아",https://tinyurl.com/2bjhz352
