번호,발행시간,뉴스제목,단축링크
1,"Tue, 10 Feb 2026 00:03:57 GMT",인공지능 클로드가 양심 갖도록 가르치는 철학자 - 뉴시스,https://tinyurl.com/27xa9udu
2,"Wed, 11 Feb 2026 06:07:23 GMT",밤 7시 오픈AI 본사 식당엔 긴 줄... ‘코드 레드’에 밤낮없이 일한다 - 조선일보,https://tinyurl.com/24eoxnao
3,"Thu, 12 Feb 2026 05:00:03 GMT",부산항 'AI 대전환'으로 초연결 인공지능 항만 구현 - 연합뉴스,https://tinyurl.com/25ol223a
4,"Thu, 12 Feb 2026 04:40:29 GMT","퍼펙트, 유켐 AI Pro에 AI 제품 홍보 영상 생성 기능 출시...크리에이터, 기업가 및 브랜드 위한 혁신 - 인공지능신문",https://tinyurl.com/22x5oydm
5,"Thu, 12 Feb 2026 04:45:26 GMT","서울시립대 “전공불문 AI 기초 6학점 필수, 첨단융합인재 기른다”[대학의 길, 총장이 답하다] - v.daum.net",https://tinyurl.com/28vvhypz
6,"Wed, 11 Feb 2026 23:26:12 GMT","파주시, ‘인공지능(AI) 대학원’ 유치 나선다 - 문화일보",https://tinyurl.com/28z7qrcy
7,"Thu, 12 Feb 2026 00:38:16 GMT",미래 성장 동력 핵심...파주시 '인공지능 대학원' 유치 나선다 - 머니투데이,https://tinyurl.com/28bcf759
8,"Wed, 11 Feb 2026 23:59:00 GMT","파주시, 세계적 수준 AI 대학원 유치 추진…""인재 정주 환경 조성"" - 경기일보",https://tinyurl.com/28q8cxwd
9,"Wed, 11 Feb 2026 23:15:00 GMT","시흥시, 지역사회와 함께하는 인공지능(AI) 인재 육성 협약 - 네이트",https://tinyurl.com/282qh6lj
10,"Thu, 12 Feb 2026 00:44:07 GMT",대기업 줄 불참 속 2파전…K-AI 마지막 한 자리 주인은 - 지디넷코리아,https://tinyurl.com/26x7x2kx
