번호,발행시간,뉴스제목,단축링크
1,"Wed, 22 Jul 2026 00:27:42 GMT",GPT 최신모델이 멋대로 외부 해킹…사상 초유의 'AI 보안사고' - 연합뉴스,https://tinyurl.com/26bs9eng
2,"Wed, 22 Jul 2026 22:56:00 GMT",스스로 운영시스템 침투…오픈 AI “전례없는 사고” - KBS 뉴스,https://tinyurl.com/2dcfqtby
3,"Wed, 22 Jul 2026 11:29:58 GMT","통제 벗어난 AI 해킹하자, AI가 대응‥'터미네이터'가 현실로?! - MBC 뉴스",https://tinyurl.com/22wh7935
4,"Thu, 23 Jul 2026 07:49:08 GMT","美 ""문샷AI, 미국 모델로 키미 K3 개발"" 의혹…제재 경고 - 지디넷코리아",https://tinyurl.com/27fybjpt
5,"Wed, 22 Jul 2026 19:36:38 GMT","딥시크 쇼크 1년반만에, 中 AI 세계 34% 잠식… 美 ‘칩 봉쇄’ 역풍 - v.daum.net",https://tinyurl.com/2c4an73g
6,"Wed, 22 Jul 2026 06:29:44 GMT","‘키미 쇼크’에 놀란 미국, 중국과 9월 ‘AI 담판’ 벌인다 - 중앙일보",https://tinyurl.com/2afetafe
7,"Sat, 25 Jul 2026 01:06:34 GMT","李대통령의 '샌프란AI선언'…""韓, 대체불가 인공지능 공급망 핵심국가로"" - 아시아경제",https://tinyurl.com/2xhgefsh
8,"Fri, 24 Jul 2026 23:02:00 GMT",80도까지 열받는 AI서버… K냉각기술로 정복 - KBS 뉴스,https://tinyurl.com/2agoasmt
9,"Fri, 24 Jul 2026 21:31:00 GMT",활개치는 AI 범죄...AI 윤리 교육체계 정비 속도 - YTN,https://tinyurl.com/2bk4jk2v
10,"Fri, 24 Jul 2026 23:00:00 GMT",인공지능에 사진 평가해달랬더니…와우! 날카로운걸 김성주의 AI 사진 레시피 - 한겨레,https://tinyurl.com/2c5k4pav
