번호,발행시간,뉴스제목,단축링크
1,"Mon, 03 Aug 2026 23:40:11 GMT",앤트로픽 클로드도 무단 해킹 했다...AI 공포 확산[글로벌AI브리핑] - v.daum.net,https://tinyurl.com/26de3baz
2,"Tue, 04 Aug 2026 07:47:43 GMT",한국인이 쓰는 AI 지형 변화…챗GPT 이어 클로드 부상 - 지디넷코리아,https://tinyurl.com/22lvpaku
3,"Tue, 04 Aug 2026 22:41:07 GMT","영국 ""오픈AI·앤스로픽 AI가 스스로 해킹"" 경고 - 마켓인",https://tinyurl.com/2yrhbsqt
4,"Mon, 03 Aug 2026 06:11:10 GMT","""AI 혁명의 시작""…국가 AI 컴퓨팅센터 해남서 착공 - 머니투데이 - 머니투데이",https://tinyurl.com/2bqp88l8
5,"Mon, 03 Aug 2026 21:02:00 GMT",황무지 위에 첫 삽 뜬 韓 'AI 심장'…2.5조 프로젝트 출항[르포] - v.daum.net,https://tinyurl.com/26r4qzo2
6,"Mon, 03 Aug 2026 08:10:35 GMT","""국가AI컴퓨팅센터 GPU, B200 확정 아냐…최신 AI 반도체 도입"" - 지디넷코리아",https://tinyurl.com/22foqwfp
7,"Wed, 05 Aug 2026 01:00:00 GMT","HDC랩스, 인공지능 기반 'AX Solution' 체계 구축 - 전자신문",https://tinyurl.com/22f3dne5
8,"Wed, 05 Aug 2026 00:26:32 GMT","서강대 AI창의융합 학부연구소, LG전자·AIVY와 가전용 인공지능 기술 개발 착수 - 인공지능신문",https://tinyurl.com/2bjttleg
9,"Wed, 05 Aug 2026 00:34:18 GMT","美, 오픈웨이트 AI는 사전검증 면제[글로벌AI브리핑] - v.daum.net",https://tinyurl.com/2b666exw
10,"Tue, 04 Aug 2026 15:41:00 GMT","""AI 투자로 돈 벌 기업""… MS·아마존 주가 급등 - 조선일보",https://tinyurl.com/25takbs4
